water_system_no,water_system_name,type,status,county,source_type,link
SC4570961,UNION STATION (SC4570961),NC,A,WILLIAMSBURG,GW,
SC0920001,UPPER CALHOUN/BELLEVILLE (0920001),C,A,CALHOUN,GW,
SC0920002,UPPER CALHOUN/SANDY RUN (SC0920002),C,A,CALHOUN,GW,
SC3230005,US SILICA (SC3230005),NTNC,A,LEXINGTON,GW,
SC3770650,USFS ANDREW PICKENS RS (SC3770650),NC,A,OCONEE,GW,
SC3770651,USFS CHERRY HILL REC AREA (SC3770651),NC,A,OCONEE,GW,
SC3770920,USFS WHETSTONE HORSE CAMP (SC3770920),NC,A,OCONEE,GW,
SC0220012,VALLEY PSA (SC0220012),C,A,AIKEN,GW,
SC3240001,VALMONT COATINGS INC  (SC3240001),NTNC,A,LEXINGTON,GW,
SC2510005,VARNVILLE TOWN OF (SC2510005),C,A,HAMPTON,GW,
SC3770300,VIEW AT THE PIER THE (SC3770300),C,A,OCONEE,SWP,
SC4670975,VILLAGE MARKET OF ROCK HILL LLC(4670975),NC,A,YORK,GW,
SC2070900,VISION CENTER (SC2070900),NC,A,FAIRFIELD,GW,
SC0670909,W W BODIFORD LEASE PROPERTY (SC0670909),NC,A,BARNWELL,GW,
SC1060014,WA BURBAGE TRAILER PARK 1 (1060014),C,A,CHARLESTON,GW,
SC1070958,WADMALAW ISLAND COMM CTR (SC1070958),NC,A,CHARLESTON,GW,
SC0210004,WAGENER TOWN OF (SC0210004),C,A,AIKEN,GW,
SC2260008,WAGON WHEEL FARM (2260008),NC,A,GEORGETOWN,GW,
SC3710004,WALHALLA CITY OF (SC3710004),C,A,OCONEE,SW,
SC3872012,WALKER & SON'S ENTERPRISES (3872012),NC,A,ORANGEBURG,GW,
SC3420002,WALLACE WATER COMPANY (SC3420002),C,A,MARLBORO,GW,
SC1510004,WALTERBORO CITY OF (1510004),C,A,COLLETON,GW,
SC2410003,WARE SHOALS TOWN OF (SC2410003),C,A,GREENWOOD,SWP,
SC0874007,WASSAMASSAW PLANTATION (SC0874007),NC,A,BERKELEY,GW,
SC0750002,WATER OAK UTILITY CO (SC0750002),C,A,BEAUFORT,SWP,
SC4660045,WATERLYNN DOWNS (SC4660045),C,A,YORK,GW,
SC4510007,WCWSA (SC4510007),C,A,WILLIAMSBURG,GW,
SC2570677,WEBB WILDLIFE CENTER (SC2570677),NC,A,HAMPTON,GW,
SC0750026,WELLS EAST S/D (SC0750026),C,A,BEAUFORT,GW,
SC0472001,WENDELLS DIPPING BRANCH (SC0472001),NC,A,ANDERSON,GW,
SC0420006,WEST ANDERSON W/D (0420006),C,A,ANDERSON,SWP,
SC3210004,WEST COLUMBIA CITY OF (SC3210004),C,A,LEXINGTON,SW,
SC0330005,WEST FRASER (SC0330005),NTNC,A,ALLENDALE,GW,
SC3710005,WEST UNION TOWN OF (3710005),C,A,OCONEE,SWP,
SC3710003,WESTMINSTER CITY OF (SC3710003),C,A,OCONEE,SW,
SC2130003,WESTROCK (SC2130003),NTNC,A,FLORENCE,GW,
SC1370300,WESTSIDE ESTATES APTS (SC1370300),C,A,CHESTERFIELD,GW,
SC0240004,WEYERHAEUSER COMPANY (SC0240004),NC,A,AIKEN,GW,
SC3770106,WHETSTONE ACADEMY (SC3770106),NTNC,A,OCONEE,GW,
SC4360021,WHISPERING PINES MHP (SC4360021),C,A,SUMTER,GW,
SC4660055,WHITLEY ESTATES (4660055),C,A,YORK,GW,
SC3610004,WHITMIRE TOWN OF (3610004),C,A,NEWBERRY,SW,
SC2380008,WHOLE FOOD MARKET 225 (2380008),NC,A,GREENVILLE,SWP,
SC1080065,WHOLE FOOD MARKET/MT PLEASANT (1080065),NC,A,CHARLESTON,SWP,
SC1080096,WHOLE FOODS MKT CHAS (SC1080096),NC,A,CHARLESTON,SWP,
SC3250097,WILD MEADOWS S/D (SC3250097),C,A,LEXINGTON,GW,
SC3770909,WILD WATER LTD (SC3770909),NC,A,OCONEE,GW,
SC3774004,WILDWATER LTD  FOLLOW UP WELL  SC3774004,NC,A,OCONEE,GW,
SC1571002,WILLIAMS FARM LABOR HOUSE (SC1571002),NTNC,A,COLLETON,GW,
SC1510003,WILLIAMS TOWN OF (SC1510003),C,A,COLLETON,GW,
SC0410010,WILLIAMSTON TOWN OF (SC0410010),C,A,ANDERSON,SWP,
SC0610002,WILLISTON TOWN OF (SC0610002),C,A,BARNWELL,GW,
SC4650004,WILLWOOD S/D (4650004),C,A,YORK,GW,
SC3770921,WIND RIVER LAND AND TIMBER INC (3770921),NC,A,OCONEE,GW,
SC0270907,WINDSOR GENERAL STORE (0270907),NC,A,AIKEN,GW,
SC1070963,WINDWOOD FARM HOME (SC1070963),C,A,CHARLESTON,GW,
SC2010001,WINNSBORO TOWN OF (2010001),C,A,FAIRFIELD,SW,
SC4060008,WINSOR VALLEY MHP (SC4060008),C,A,RICHLAND,GW,
SC3270932,WINTERGREEN WOODS (SC3270932),NC,A,LEXINGTON,GW,
SC4220007,WOODRUFF ROEBUCK W/D (SC4220007),C,A,SPARTANBURG,SW,
SC4070680,WOODSMOKE CAMPGROUND (SC4070680),NC,A,RICHLAND,GW,
SC4670976,WORTHY BOYS & GIRLS CAMP (SC4670976),NC,A,YORK,GW,
SC3870116,WRIGHT WAY CDC - VANCE  (SC3870116),NTNC,A,ORANGEBURG,GW,
SC2870209,WRIGHT WAY STORE 9 (2870209),NC,A,KERSHAW,GW,
SC0870922,WRIGHTS GROCERY (SC0870922),NC,A,BERKELEY,GW,
SC1470910,"WYBOO BURGER COMPANY, THE (SC1470910)",NC,A,CLARENDON,GW,
SC1450009,WYBOO WATER DEPT INC (SC1450009),C,A,CLARENDON,GW,
SC3270959,XPO INC-NCO (SC3270959),NC,A,LEXINGTON,GW,
SC2510006,YEMASSEE TOWN OF (SC2510006),C,A,HAMPTON,GW,
SC4610001,YORK CITY OF (SC4610001),C,A,YORK,SWP,
SC4620002,YORK COUNTY EAST WD (SC4620002),C,A,YORK,SWP,
SC4620003,YORK COUNTY WEST WD (SC4620003),C,A,YORK,SWP,
SC2470926,YOUNGS PRODUCE (SC2470926),NC,A,GREENWOOD,GW,
SC4679029,WHITESIDE GROCERY (SC4679029),NC,I,YORK,GW,
